province,organism,antibiotic,specimen,sector,year,n_tested,percent_resistant
Northern Cape,E. coli,Ceftriaxone,Urine,Public,2023,187,20.7
Northern Cape,E. coli,Ceftriaxone,Urine,Public,2024,112,19.8
Northern Cape,E. coli,Ceftriaxone,Wound,Public,2023,91,19.4
Northern Cape,E. coli,Ciprofloxacin,Blood,Public,2022,268,22.9
Northern Cape,E. coli,Ciprofloxacin,Blood,Public,2023,243,22.8
Northern Cape,E. coli,Ciprofloxacin,Blood,Public,2024,166,26.4
Northern Cape,E. coli,Ciprofloxacin,Respiratory,Public,2022,424,23.9
Northern Cape,E. coli,Ciprofloxacin,Respiratory,Public,2023,242,25.2
Northern Cape,E. coli,Ciprofloxacin,Respiratory,Public,2024,85,26.7
Northern Cape,E. coli,Ciprofloxacin,Urine,Public,2022,297,23.8
Northern Cape,E. coli,Ciprofloxacin,Urine,Public,2023,121,24.3
Northern Cape,E. coli,Ciprofloxacin,Wound,Public,2022,420,23.9
Northern Cape,E. coli,Ciprofloxacin,Wound,Public,2023,80,26.1
Northern Cape,E. coli,Ciprofloxacin,Wound,Public,2024,227,25.6
Northern Cape,E. coli,Meropenem,Blood,Public,2022,308,9.9
Northern Cape,E. coli,Meropenem,Blood,Public,2023,349,10.5
Northern Cape,E. coli,Meropenem,Blood,Public,2024,258,12.0
Northern Cape,E. coli,Meropenem,Respiratory,Public,2022,396,10.8
Northern Cape,E. coli,Meropenem,Respiratory,Public,2023,333,12.2
Northern Cape,E. coli,Meropenem,Respiratory,Public,2024,437,14.9
Northern Cape,E. coli,Meropenem,Urine,Public,2022,73,10.3
Northern Cape,E. coli,Meropenem,Urine,Public,2023,172,11.4
Northern Cape,E. coli,Meropenem,Urine,Public,2024,203,11.6
Northern Cape,E. coli,Meropenem,Wound,Public,2022,301,10.2
Northern Cape,E. coli,Meropenem,Wound,Public,2023,359,12.6
Northern Cape,E. coli,Meropenem,Wound,Public,2024,141,15.0
Northern Cape,E. coli,Piperacillin-tazobactam,Blood,Public,2022,192,19.2
Northern Cape,E. coli,Piperacillin-tazobactam,Blood,Public,2023,98,21.2
Northern Cape,E. coli,Piperacillin-tazobactam,Blood,Public,2024,93,19.6
Northern Cape,E. coli,Piperacillin-tazobactam,Respiratory,Public,2022,75,20.7
Northern Cape,E. coli,Piperacillin-tazobactam,Respiratory,Public,2023,278,21.6
Northern Cape,E. coli,Piperacillin-tazobactam,Urine,Public,2022,390,19.1
Northern Cape,E. coli,Piperacillin-tazobactam,Urine,Public,2023,125,20.8
Northern Cape,E. coli,Piperacillin-tazobactam,Urine,Public,2024,229,20.8
Northern Cape,E. coli,Piperacillin-tazobactam,Wound,Public,2022,296,19.4
Northern Cape,E. coli,Piperacillin-tazobactam,Wound,Public,2023,353,20.1
Northern Cape,E. coli,Piperacillin-tazobactam,Wound,Public,2024,430,22.3
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2022,353,31.3
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2023,350,30.7
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2024,368,30.6
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2022,105,32.4
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2023,403,34.0
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2024,231,34.4
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2022,373,30.4
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2023,349,31.1
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2024,314,31.8
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2022,441,30.4
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2023,237,31.2
Northern Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2024,145,34.9
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2022,368,24.7
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2023,329,26.1
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2024,229,27.9
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2022,97,29.1
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2023,399,28.6
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2024,111,29.7
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2022,163,28.2
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2023,234,28.9
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2022,135,26.2
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2023,132,28.7
Northern Cape,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2024,329,30.3
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2022,172,29.7
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2023,258,32.2
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2024,148,32.6
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2022,312,34.3
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2023,149,34.1
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2022,363,31.0
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2023,437,32.4
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2024,362,34.6
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2022,418,31.1
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2023,350,33.0
Northern Cape,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2024,348,34.7
Northern Cape,Klebsiella pneumoniae,Meropenem,Blood,Public,2022,195,17.8
Northern Cape,Klebsiella pneumoniae,Meropenem,Blood,Public,2023,414,18.1
Northern Cape,Klebsiella pneumoniae,Meropenem,Blood,Public,2024,191,18.7
Northern Cape,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2022,305,18.8
Northern Cape,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2023,355,21.9
Northern Cape,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2024,411,22.4
Northern Cape,Klebsiella pneumoniae,Meropenem,Urine,Public,2022,428,19.8
Northern Cape,Klebsiella pneumoniae,Meropenem,Urine,Public,2023,257,18.5
Northern Cape,Klebsiella pneumoniae,Meropenem,Urine,Public,2024,274,20.8
Northern Cape,Klebsiella pneumoniae,Meropenem,Wound,Public,2022,271,20.9
Northern Cape,Klebsiella pneumoniae,Meropenem,Wound,Public,2023,253,20.5
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2022,225,26.5
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2023,140,26.9
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2024,283,29.7
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2022,435,28.6
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2023,125,30.6
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2024,60,30.0
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2022,309,28.9
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2024,347,30.6
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2022,374,29.1
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2023,174,30.3
Northern Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2024,149,31.0
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2022,348,29.0
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2023,445,27.7
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2024,109,30.6
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2022,303,30.5
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2023,180,31.2
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2024,100,31.9
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2022,236,27.7
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2023,271,30.9
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2024,361,32.4
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2023,327,31.5
Northern Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2024,334,31.2
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2022,111,23.0
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2023,157,24.5
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2024,343,25.7
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2023,398,26.4
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2024,305,28.4
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2022,433,25.7
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2023,398,26.1
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2024,181,26.3
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2022,261,24.3
Northern Cape,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2024,244,26.4
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2022,291,28.2
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2023,77,28.7
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2024,223,30.4
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2022,420,32.2
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2023,394,30.6
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2024,282,32.0
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2022,113,29.3
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2023,147,29.7
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2024,142,33.2
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2023,107,32.8
Northern Cape,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2024,374,32.0
Northern Cape,Pseudomonas aeruginosa,Meropenem,Blood,Public,2022,425,15.7
Northern Cape,Pseudomonas aeruginosa,Meropenem,Blood,Public,2023,352,15.6
Northern Cape,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2022,381,17.8
Northern Cape,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2023,364,17.9
Northern Cape,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2024,432,19.3
Northern Cape,Pseudomonas aeruginosa,Meropenem,Urine,Public,2022,377,17.5
Northern Cape,Pseudomonas aeruginosa,Meropenem,Urine,Public,2023,447,16.9
Northern Cape,Pseudomonas aeruginosa,Meropenem,Wound,Public,2022,158,18.9
Northern Cape,Pseudomonas aeruginosa,Meropenem,Wound,Public,2023,276,17.4
Northern Cape,Pseudomonas aeruginosa,Meropenem,Wound,Public,2024,409,18.2
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2022,73,24.1
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2023,386,25.1
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2024,101,26.4
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2022,288,26.6
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2023,285,26.6
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2024,175,28.9
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2022,119,25.9
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2023,263,26.4
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2024,398,27.9
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2022,388,25.8
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2023,154,27.6
Northern Cape,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2024,255,28.1
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2022,323,18.9
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2023,93,19.9
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2024,319,19.4
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2022,248,19.1
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2023,318,22.0
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2024,123,21.7
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2023,74,21.1
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2024,162,20.0
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2022,187,20.5
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2023,85,19.1
Northern Cape,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2024,420,22.7
Northern Cape,Staphylococcus aureus,Ceftriaxone,Blood,Public,2022,236,15.1
Northern Cape,Staphylococcus aureus,Ceftriaxone,Blood,Public,2023,195,16.1
Northern Cape,Staphylococcus aureus,Ceftriaxone,Blood,Public,2024,308,15.6
Northern Cape,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2023,197,17.7
Northern Cape,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2024,70,19.2
Northern Cape,Staphylococcus aureus,Ceftriaxone,Urine,Public,2022,302,15.2
Northern Cape,Staphylococcus aureus,Ceftriaxone,Urine,Public,2023,201,14.6
Northern Cape,Staphylococcus aureus,Ceftriaxone,Urine,Public,2024,376,16.7
Northern Cape,Staphylococcus aureus,Ceftriaxone,Wound,Public,2022,415,15.8
Northern Cape,Staphylococcus aureus,Ceftriaxone,Wound,Public,2023,262,16.2
Northern Cape,Staphylococcus aureus,Ceftriaxone,Wound,Public,2024,229,18.7
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2022,94,20.2
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2023,344,18.7
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2024,226,20.7
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2022,111,21.2
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2023,348,23.3
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2024,206,23.8
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2023,66,20.9
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2024,379,22.8
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2022,274,20.7
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2023,136,20.3
Northern Cape,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2024,361,21.4
Northern Cape,Staphylococcus aureus,Meropenem,Blood,Public,2022,183,6.5
Northern Cape,Staphylococcus aureus,Meropenem,Blood,Public,2023,364,6.6
Northern Cape,Staphylococcus aureus,Meropenem,Blood,Public,2024,302,7.8
Northern Cape,Staphylococcus aureus,Meropenem,Respiratory,Public,2022,391,9.1
Northern Cape,Staphylococcus aureus,Meropenem,Respiratory,Public,2023,165,8.2
Northern Cape,Staphylococcus aureus,Meropenem,Respiratory,Public,2024,269,9.3
Northern Cape,Staphylococcus aureus,Meropenem,Urine,Public,2022,239,7.2
Northern Cape,Staphylococcus aureus,Meropenem,Urine,Public,2023,192,7.5
Northern Cape,Staphylococcus aureus,Meropenem,Urine,Public,2024,412,9.7
Northern Cape,Staphylococcus aureus,Meropenem,Wound,Public,2022,74,6.3
Northern Cape,Staphylococcus aureus,Meropenem,Wound,Public,2023,143,8.1
Northern Cape,Staphylococcus aureus,Meropenem,Wound,Public,2024,169,10.5
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2022,215,14.5
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2023,311,15.4
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2024,410,18.1
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2022,268,18.2
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2023,448,18.7
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2022,176,14.8
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2023,440,15.9
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2024,224,17.8
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2022,273,15.8
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2023,105,17.8
Northern Cape,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2024,168,17.6
Western Cape,E. coli,Amoxicillin-clavulanate,Blood,Public,2022,396,25.1
Western Cape,E. coli,Amoxicillin-clavulanate,Blood,Public,2023,152,26.2
Western Cape,E. coli,Amoxicillin-clavulanate,Blood,Public,2024,301,25.5
Western Cape,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2022,275,27.2
Western Cape,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2023,229,27.9
Western Cape,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2024,359,27.7
Western Cape,E. coli,Amoxicillin-clavulanate,Urine,Public,2022,192,24.0
Western Cape,E. coli,Amoxicillin-clavulanate,Urine,Public,2023,346,26.8
Western Cape,E. coli,Amoxicillin-clavulanate,Urine,Public,2024,153,27.9
Western Cape,E. coli,Amoxicillin-clavulanate,Wound,Public,2022,231,26.9
Western Cape,E. coli,Amoxicillin-clavulanate,Wound,Public,2023,173,27.0
Western Cape,E. coli,Amoxicillin-clavulanate,Wound,Public,2024,441,27.1
Western Cape,E. coli,Ceftriaxone,Blood,Public,2022,399,18.6
Western Cape,E. coli,Ceftriaxone,Blood,Public,2023,251,22.5
Western Cape,E. coli,Ceftriaxone,Blood,Public,2024,364,22.3
Western Cape,E. coli,Ceftriaxone,Respiratory,Public,2022,136,21.5
Western Cape,E. coli,Ceftriaxone,Respiratory,Public,2023,183,23.1
Western Cape,E. coli,Ceftriaxone,Respiratory,Public,2024,367,25.3
Western Cape,E. coli,Ceftriaxone,Urine,Public,2022,212,21.4
Western Cape,E. coli,Ceftriaxone,Urine,Public,2023,306,22.6
Western Cape,E. coli,Ceftriaxone,Urine,Public,2024,201,21.8
Western Cape,E. coli,Ceftriaxone,Wound,Public,2022,201,22.0
Western Cape,E. coli,Ceftriaxone,Wound,Public,2023,424,21.9
Western Cape,E. coli,Ceftriaxone,Wound,Public,2024,393,24.9
Western Cape,E. coli,Ciprofloxacin,Blood,Public,2022,409,26.2
Western Cape,E. coli,Ciprofloxacin,Blood,Public,2023,127,24.6
Western Cape,E. coli,Ciprofloxacin,Blood,Public,2024,367,27.5
Western Cape,E. coli,Ciprofloxacin,Respiratory,Public,2022,406,27.0
Western Cape,E. coli,Ciprofloxacin,Respiratory,Public,2023,379,28.1
Western Cape,E. coli,Ciprofloxacin,Respiratory,Public,2024,112,28.8
Western Cape,E. coli,Ciprofloxacin,Urine,Public,2023,216,26.3
Western Cape,E. coli,Ciprofloxacin,Urine,Public,2024,423,28.7
Western Cape,E. coli,Ciprofloxacin,Wound,Public,2022,276,27.0
Western Cape,E. coli,Ciprofloxacin,Wound,Public,2023,238,28.8
Western Cape,E. coli,Ciprofloxacin,Wound,Public,2024,171,28.5
Western Cape,E. coli,Meropenem,Blood,Public,2022,120,11.5
Western Cape,E. coli,Meropenem,Blood,Public,2023,384,13.0
Western Cape,E. coli,Meropenem,Blood,Public,2024,377,14.3
Western Cape,E. coli,Meropenem,Respiratory,Public,2022,294,15.3
Western Cape,E. coli,Meropenem,Respiratory,Public,2023,426,14.0
Western Cape,E. coli,Meropenem,Respiratory,Public,2024,101,15.1
Western Cape,E. coli,Meropenem,Urine,Public,2022,159,11.8
Western Cape,E. coli,Meropenem,Urine,Public,2023,408,14.1
Western Cape,E. coli,Meropenem,Urine,Public,2024,212,14.7
Western Cape,E. coli,Meropenem,Wound,Public,2022,137,13.3
Western Cape,E. coli,Meropenem,Wound,Public,2023,162,13.5
Western Cape,E. coli,Meropenem,Wound,Public,2024,351,15.1
Western Cape,E. coli,Piperacillin-tazobactam,Blood,Public,2022,223,20.8
Western Cape,E. coli,Piperacillin-tazobactam,Blood,Public,2023,429,22.6
Western Cape,E. coli,Piperacillin-tazobactam,Blood,Public,2024,314,21.7
Western Cape,E. coli,Piperacillin-tazobactam,Respiratory,Public,2022,386,23.6
Western Cape,E. coli,Piperacillin-tazobactam,Respiratory,Public,2023,403,24.9
Western Cape,E. coli,Piperacillin-tazobactam,Urine,Public,2022,192,23.6
Western Cape,E. coli,Piperacillin-tazobactam,Urine,Public,2023,267,24.3
Western Cape,E. coli,Piperacillin-tazobactam,Urine,Public,2024,78,23.7
Western Cape,E. coli,Piperacillin-tazobactam,Wound,Public,2022,352,22.8
Western Cape,E. coli,Piperacillin-tazobactam,Wound,Public,2023,235,24.5
Western Cape,E. coli,Piperacillin-tazobactam,Wound,Public,2024,173,25.3
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2022,387,31.7
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2023,333,32.3
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2024,364,34.4
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2022,411,33.2
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2023,214,35.5
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2022,398,34.6
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2023,70,32.9
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2024,119,33.7
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2022,254,33.3
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2023,189,33.5
Western Cape,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2024,138,35.5
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2022,251,27.2
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2023,224,30.4
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2024,331,30.9
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2022,83,29.1
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2023,208,30.5
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2024,326,31.9
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2022,406,28.2
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2023,435,28.6
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2024,415,30.3
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2023,256,29.5
Western Cape,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2024,216,31.6
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2022,383,33.0
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2024,62,35.5
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2022,279,34.9
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2023,256,37.5
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2024,333,35.6
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2022,167,33.9
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2023,146,35.9
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2024,141,36.3
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2022,450,34.5
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2023,126,36.4
Western Cape,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2024,384,36.9
Western Cape,Klebsiella pneumoniae,Meropenem,Blood,Public,2022,198,20.6
Western Cape,Klebsiella pneumoniae,Meropenem,Blood,Public,2023,418,21.4
Western Cape,Klebsiella pneumoniae,Meropenem,Blood,Public,2024,113,21.0
Western Cape,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2022,211,22.7
Western Cape,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2024,166,24.1
Western Cape,Klebsiella pneumoniae,Meropenem,Urine,Public,2022,376,21.1
Western Cape,Klebsiella pneumoniae,Meropenem,Urine,Public,2023,118,20.9
Western Cape,Klebsiella pneumoniae,Meropenem,Urine,Public,2024,314,23.9
Western Cape,Klebsiella pneumoniae,Meropenem,Wound,Public,2023,327,23.4
Western Cape,Klebsiella pneumoniae,Meropenem,Wound,Public,2024,243,25.0
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2022,232,29.4
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2023,411,29.9
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2024,235,32.6
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2022,146,31.3
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2023,424,30.9
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2024,79,33.5
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2022,310,31.6
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2023,156,30.7
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2024,266,31.1
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2022,174,29.1
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2023,127,32.3
Western Cape,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2024,71,31.7
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2022,432,31.2
Western Cape,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2023,126,32.5
